Number,Name,PLD,LCD,VSA,Density,VF,H,C,N,O,Metal,Metal_count,Number_group
402,19231N2,10.67044,11.56769,1888.51,0.537007,0.7246,232.0,344.0,32.0,8.0,0,0,32
403,19240N3,5.47654,5.86904,587.296,0.865448,0.5404,152.0,236.0,16.0,0.0,0,0,32
404,19241N3,4.7741,5.14503,567.52,0.871072,0.507,168.0,244.0,16.0,0.0,0,0,32
405,19242N3,5.17279,5.49367,560.815,0.949397,0.5172,144.0,236.0,16.0,0.0,0,0,32
406,19250N3,6.74297,7.22911,1599.16,0.714266,0.646,352.0,448.0,32.0,32.0,0,0,32
407,19251N3,6.39394,6.87672,1601.4,0.787731,0.6552,320.0,448.0,32.0,32.0,5,16,32
408,19252N3,6.50235,6.99064,1525.37,0.746991,0.6188,352.0,456.0,32.0,32.0,0,0,32
409,19253N3,6.44929,7.3388,1393.31,0.838706,0.6208,320.0,456.0,32.0,32.0,5,16,32
410,19260N2,10.84179,11.16368,1219.42,0.781933,0.5952,36.0,68.0,12.0,0.0,0,0,6
411,19270N2,15.16595,15.40875,1318.65,0.615922,0.702,88.0,156.0,16.0,0.0,5,2,16
412,19271N2,6.14233,8.23258,2086.55,0.653353,0.688,88.0,156.0,16.0,0.0,5,2,16
413,19280N2,26.18813,26.44235,1270.06,0.54299,0.7182,264.0,348.0,24.0,24.0,0,0,24
414,19281N2,29.37082,29.55916,1119.2,0.533802,0.7236,216.0,324.0,24.0,24.0,0,0,24
415,19282N2,30.23816,30.44752,1099.61,0.537064,0.725,216.0,348.0,24.0,48.0,0,0,24
416,19283N2,28.04963,28.3007,1164.92,0.597348,0.721,216.0,348.0,24.0,24.0,0,0,24
417,19290N2,17.14271,17.43403,1516.15,0.612692,0.7002,360.0,564.0,36.0,0.0,0,0,72
418,19291N2,7.80928,8.40723,1593.18,0.678609,0.643,120.0,192.0,12.0,0.0,0,0,24
419,19292N2,17.26877,17.40725,1602.07,0.580577,0.7014,344.0,532.0,32.0,4.0,0,0,68
420,19300N2,15.08861,15.47802,1386.65,0.62521,0.6998,48.0,72.0,12.0,0.0,0,0,6
421,19301N2,8.07338,8.63965,1405.57,0.826938,0.5724,0.0,0.0,0.0,0.0,0,0,6
422,19310N2,17.97886,18.10869,1184.95,0.534694,0.7184,152.0,232.0,16.0,0.0,0,0,28
423,19311N2,17.62098,17.92967,1211.65,0.540706,0.723,128.0,208.0,40.0,0.0,0,0,12
424,19320C2,17.18551,17.48344,895.326,0.906931,0.516,228.0,228.0,36.0,0.0,0,0,12
425,19330N2,33.41699,33.52491,1053.84,0.524054,0.7408,192.0,324.0,24.0,0.0,0,0,24
426,19340N2,14.95,15.27488,1327.93,0.664991,0.6734,48.0,72.0,12.0,0.0,0,0,6
427,19341N2,9.59196,10.08199,1319.03,0.83812,0.578,42.0,66.0,6.0,0.0,0,0,6
428,19350N2,11.29339,11.47456,1307.1,0.754705,0.628,96.0,168.0,8.0,0.0,0,0,16
429,19351N2,24.55797,24.79884,1042.43,0.596792,0.6908,120.0,216.0,12.0,0.0,0,0,24
430,19352N2,24.23277,24.40536,1217.18,0.605788,0.6802,144.0,276.0,12.0,0.0,0,0,24
431,19353N2,13.25875,13.44179,1318.43,0.651469,0.6636,96.0,184.0,8.0,0.0,0,0,16
432,19360N2,27.47121,27.67707,988.315,0.478197,0.7882,96.0,144.0,12.0,0.0,0,0,18
433,19361N2,33.04876,33.24253,897.139,0.38916,0.8172,84.0,144.0,12.0,0.0,0,0,12
434,19362N2,36.55998,36.72689,832.902,0.373694,0.8274,96.0,168.0,12.0,0.0,0,0,12
435,19363N2,33.43122,33.62292,901.646,0.408946,0.8234,120.0,180.0,12.0,12.0,0,0,12
436,19364N2,31.51616,31.72995,995.556,0.41142,0.8168,144.0,192.0,12.0,12.0,0,0,12
437,19365N2,28.21263,28.46183,1052.27,0.460051,0.7976,168.0,204.0,12.0,12.0,0,0,12
438,19366N2,35.03437,35.1986,853.181,0.385817,0.814,120.0,204.0,12.0,0.0,0,0,12
439,19370N2,10.64479,10.83136,1504.07,0.662465,0.6508,140.0,148.0,16.0,0.0,0,0,16
440,19380N2,18.07182,18.53359,1175.34,0.569857,0.7172,144.0,232.0,24.0,0.0,0,0,24
441,19390N2,15.59844,15.94271,1230.05,0.673576,0.6844,48.0,72.0,12.0,8.0,0,0,6
442,19400N3,12.10114,14.32155,1626.62,0.316997,0.8792,80.0,116.0,16.0,0.0,0,0,48
443,19401N3,7.64416,11.5101,2322.67,0.30788,0.844,40.0,58.0,8.0,0.0,0,0,8
444,19402N3,5.7532,6.34336,3483.0,0.46182,0.773,80.0,116.0,16.0,0.0,0,0,16
445,19403N3,4.72002,7.67734,1771.22,0.61576,0.6828,40.0,58.0,8.0,0.0,0,0,8
446,19404N3,5.64925,5.87881,1254.6,0.769703,0.5902,80.0,116.0,16.0,0.0,0,0,16
447,19410N2,35.57283,35.72923,992.199,0.502437,0.7472,216.0,360.0,24.0,0.0,0,0,36
448,19411N2,36.03691,36.19593,1011.35,0.522701,0.7528,240.0,408.0,24.0,0.0,0,0,24
449,19412N2,39.18987,39.33515,973.357,0.51285,0.7574,264.0,480.0,24.0,0.0,0,0,24
450,19413N2,32.14472,32.32912,912.049,0.426492,0.8138,72.0,132.0,24.0,0.0,0,0,12
451,19420N3,19.1946,20.52716,1410.19,0.231505,0.8796,256.0,360.0,32.0,0.0,0,0,32
452,19421N3,26.28184,28.07964,1028.1,0.152124,0.9212,320.0,456.0,32.0,0.0,0,0,48
453,19430N2,16.8155,17.18126,1246.94,0.629044,0.7,128.0,224.0,16.0,0.0,0,0,24
454,19431N2,12.34923,12.86042,1272.2,0.796818,0.6194,96.0,168.0,8.0,0.0,0,0,16
455,19440N2,3.91667,4.84433,682.646,1.26899,0.3886,104.0,160.0,32.0,0.0,2,2,0
456,19441N2,3.9633,4.88517,701.108,1.26432,0.3928,104.0,160.0,32.0,0.0,5,2,0
457,19450N2,33.52054,33.69974,844.24,0.373701,0.8008,222.0,258.0,30.0,6.0,0,0,24
458,19451N2,33.58969,33.81681,879.001,0.354589,0.8032,210.0,276.0,30.0,6.0,0,0,30
459,19452N2,28.93731,29.19112,909.556,0.356418,0.803,198.0,276.0,30.0,6.0,0,0,24
460,19453N2,33.7988,34.04024,857.842,0.330288,0.817,240.0,264.0,36.0,0.0,0,0,24
461,19454N2,31.63849,31.97438,946.676,0.322607,0.823,0.0,0.0,0.0,0.0,0,0,24
462,19455N2,33.56429,33.98261,906.294,0.23879,0.8596,210.0,258.0,30.0,0.0,0,0,24
463,19456N2,31.42561,31.68333,892.813,0.347252,0.8056,240.0,270.0,36.0,0.0,0,0,36
464,19460N2,16.09771,16.4355,1206.0,0.619785,0.6876,48.0,72.0,12.0,6.0,0,0,6
465,19461N2,5.54899,6.39554,2097.06,0.694444,0.6434,48.0,72.0,12.0,6.0,0,0,6
466,19462N2,19.45091,19.7347,1160.62,0.554043,0.7266,60.0,84.0,12.0,12.0,0,0,6
467,19463N2,7.46928,8.1264,2461.05,0.596402,0.6978,60.0,84.0,12.0,12.0,0,0,6
468,19464N2,21.24083,21.51492,1129.37,0.51612,0.7404,96.0,108.0,12.0,12.0,0,0,0
469,19465N2,8.76972,9.13682,1765.25,0.568308,0.705,96.0,108.0,12.0,12.0,0,0,0
470,19466N2,29.02234,29.22245,965.828,0.477852,0.7694,0.0,0.0,0.0,0.0,0,0,0
471,19467N2,9.87273,10.35833,2006.92,0.508757,0.7374,132.0,144.0,12.0,24.0,0,0,0
472,19470N2,31.32681,31.50293,1104.36,0.511426,0.7326,408.0,636.0,72.0,0.0,0,0,72
473,19471N2,9.73082,11.35144,2307.87,0.542931,0.7206,408.0,636.0,72.0,0.0,0,0,72
474,19480N2,22.03293,22.62047,1249.79,0.488964,0.7292,204.0,252.0,24.0,0.0,0,0,12
475,19481N2,16.07794,16.63866,1358.49,0.702418,0.6414,192.0,252.0,24.0,0.0,0,0,0
476,19482N2,13.95697,14.41536,1433.44,0.700732,0.6424,192.0,246.0,30.0,0.0,0,0,6
477,19483N2,10.93792,11.44646,1124.54,0.893813,0.5126,156.0,180.0,24.0,0.0,0,0,0
478,19490N2,9.62787,9.88561,1410.64,0.681481,0.6402,92.0,148.0,12.0,0.0,0,0,18
479,19491N2,11.69722,12.12428,1476.37,0.570357,0.6926,112.0,168.0,12.0,0.0,0,0,26
480,19500N2,33.29033,33.50006,922.499,0.400438,0.8198,108.0,180.0,24.0,24.0,0,0,12
481,19510N2,38.64294,38.80846,835.231,0.315673,0.8452,108.0,156.0,24.0,12.0,0,0,18
482,19511N2,22.86417,23.11543,1098.6,0.477275,0.7636,72.0,108.0,12.0,6.0,0,0,12
483,19520N2,19.51272,19.71899,1154.87,0.457703,0.762,156.0,180.0,12.0,24.0,0,0,12
484,19521N2,16.31454,16.86471,1261.98,0.486115,0.7438,180.0,192.0,12.0,30.0,0,0,12
485,19522N2,13.20257,13.63704,1332.98,0.568271,0.7012,204.0,204.0,12.0,36.0,0,0,12
486,19530N2,27.64987,27.86404,1001.49,0.389822,0.7892,104.0,152.0,12.0,0.0,0,0,16
487,19531N2,34.80543,35.06104,1059.16,0.200938,0.8956,120.0,176.0,12.0,0.0,0,0,20
488,19540N2,22.98354,23.24133,1160.57,0.770136,0.6698,144.0,252.0,24.0,0.0,0,0,12
489,19541N2,31.34458,31.58439,1089.09,0.492255,0.7546,192.0,324.0,24.0,0.0,0,0,24
490,19542N2,27.41789,27.65854,1124.52,0.662891,0.7218,120.0,240.0,36.0,0.0,0,0,0
491,19550N2,19.15539,19.29454,1090.92,0.59689,0.6954,84.0,128.0,16.0,0.0,0,0,8
492,19560N2,21.77168,21.86424,1277.73,0.479614,0.7452,168.0,180.0,12.0,12.0,0,0,12
493,19570N2,17.93011,18.27023,1156.67,0.579217,0.7,120.0,200.0,24.0,0.0,0,0,24
494,19571N2,18.4708,18.62708,1171.53,0.566886,0.7038,120.0,200.0,24.0,0.0,0,0,12
495,19572N2,16.13144,16.26354,1285.59,0.609996,0.69,156.0,256.0,28.0,0.0,0,0,28
496,19573N2,16.20616,16.4295,1310.56,0.611617,0.6848,156.0,256.0,28.0,0.0,0,0,16
497,20000N2,20.16798,20.51653,1409.29,0.455957,0.7778,152.0,232.0,32.0,0.0,0,0,32
498,20010N2,35.95564,36.14446,1123.71,0.516564,0.7964,264.0,420.0,24.0,48.0,0,0,0
499,20020N2,23.43235,23.6513,1059.36,0.574768,0.725,60.0,120.0,12.0,24.0,0,0,0
500,20021N2,23.22804,23.45923,1074.69,0.54045,0.7412,60.0,108.0,24.0,12.0,0,0,0
501,20030N2,17.55312,17.87167,924.92,0.772632,0.6062,228.0,240.0,48.0,60.0,0,0,0
502,20031N2,15.64103,16.09988,1031.55,0.799548,0.5888,228.0,264.0,48.0,60.0,0,0,0
503,20040N2,19.25409,20.34648,1641.54,0.357519,0.8198,128.0,196.0,28.0,0.0,0,0,18
504,20050N2,26.02613,26.26799,1017.69,0.48873,0.7722,184.0,304.0,32.0,16.0,0,0,32
505,20051N2,26.02613,26.26799,1018.86,0.51313,0.7708,176.0,304.0,32.0,16.0,3,4,32
506,20052N2,26.02613,26.26799,1018.86,0.515219,0.7714,176.0,304.0,32.0,16.0,2,4,32
507,20060C2,13.70139,14.52869,1457.05,0.595649,0.7254,42.0,72.0,12.0,24.0,0,0,0
508,20070N2,19.71982,20.02412,1203.7,0.604538,0.7308,42.0,60.0,6.0,0.0,0,0,10
509,20080N2,24.29856,24.42986,1021.5,0.621508,0.728,60.0,120.0,16.0,24.0,0,0,0
510,20090N2,15.30411,15.58162,1330.21,0.611145,0.6818,112.0,176.0,16.0,0.0,0,0,22
511,20091N2,15.0233,15.15651,1293.76,0.615988,0.6894,104.0,180.0,16.0,8.0,0,0,20
512,20100C3,50.91801,50.96214,660.524,0.328319,0.8636,180.0,228.0,36.0,0.0,0,0,24
513,20110N3,24.61711,29.01327,812.528,0.0960765,0.9504,160.0,228.0,16.0,16.0,0,0,16
514,20111N3,10.59437,12.48955,1780.12,0.220993,0.8866,80.0,114.0,8.0,8.0,0,0,8
515,20112N3,9.58065,10.43778,2624.14,0.327035,0.8276,160.0,228.0,16.0,16.0,0,0,16
516,20113N3,24.10888,28.27167,876.672,0.102519,0.9482,192.0,244.0,16.0,16.0,0,0,0
517,20114N3,10.07551,12.06451,1868.96,0.231848,0.88,96.0,122.0,8.0,8.0,0,0,0
518,20115N3,9.7459,10.65907,2727.06,0.336368,0.8216,192.0,244.0,16.0,16.0,0,0,0
519,20116N3,23.74486,28.52567,874.508,0.108902,0.947,224.0,260.0,16.0,16.0,0,0,0
520,20117N3,8.66317,9.76361,2792.88,0.363708,0.8016,224.0,260.0,16.0,16.0,0,0,0
521,20118N3,9.84553,12.28917,1935.92,0.238813,0.8688,112.0,130.0,8.0,8.0,0,0,0
522,20120N2,7.25686,8.0509,1345.59,0.827221,0.5682,88.0,140.0,8.0,0.0,0,0,16
523,20121N3,9.7687,9.97566,1256.96,0.833473,0.547,224.0,304.0,16.0,0.0,0,0,32
524,20130N2,27.36019,27.54388,988.977,0.581431,0.7666,84.0,144.0,12.0,0.0,0,0,12
525,20140N2,8.64909,8.96948,1399.37,0.770438,0.6108,104.0,156.0,8.0,8.0,0,0,16
526,20141N2,9.37472,9.86201,1359.12,0.706503,0.6356,112.0,160.0,8.0,8.0,0,0,16
527,20142N2,9.98995,10.41381,1416.56,0.688552,0.6458,96.0,152.0,8.0,8.0,0,0,16
528,20150N2,21.08432,21.27537,1245.78,0.594721,0.6964,144.0,204.0,12.0,0.0,0,0,12
529,20151N2,21.54252,21.84179,1195.97,0.575682,0.7144,120.0,204.0,12.0,0.0,0,0,12
530,20152N2,20.9312,21.11229,1234.71,0.612609,0.6924,132.0,192.0,24.0,0.0,0,0,12
531,20153N2,21.06636,21.3734,1221.33,0.591735,0.7112,108.0,192.0,24.0,0.0,0,0,12
532,20160N2,25.18439,25.57282,1088.2,0.516247,0.7462,168.0,216.0,12.0,24.0,0,0,0
533,20161N2,23.46285,23.75775,1024.84,0.642119,0.6682,168.0,252.0,12.0,12.0,0,0,12
534,20162N2,23.1796,23.46924,1012.82,0.655335,0.6654,156.0,252.0,12.0,12.0,0,0,12
535,20163N2,25.57106,25.87293,1049.49,0.460211,0.7598,132.0,168.0,24.0,12.0,0,0,12
536,20164N2,25.57106,25.87293,1049.31,0.460211,0.7598,132.0,168.0,24.0,12.0,0,0,12
537,20165N2,27.8263,28.08589,999.251,0.39267,0.7944,108.0,156.0,24.0,0.0,0,0,18
538,20166N2,25.74682,26.03906,1041.87,0.466196,0.7658,120.0,156.0,36.0,12.0,0,0,12
539,20167N2,23.33054,23.62181,1031.53,0.585642,0.699,144.0,240.0,12.0,0.0,0,0,18
540,20168N2,23.27554,23.57253,1028.96,0.642832,0.6694,164.0,248.0,16.0,12.0,0,0,12
541,20169N2,23.15947,23.45658,1033.23,0.577773,0.7078,140.0,236.0,16.0,0.0,0,0,18
542,2016aN2,25.52152,25.82068,1044.6,0.46089,0.7622,128.0,164.0,28.0,12.0,0,0,12
543,2016bN2,27.05431,27.32528,1007.64,0.398995,0.795,104.0,152.0,28.0,0.0,0,0,18
544,20170N2,16.84206,17.09377,1312.47,0.532221,0.7414,112.0,184.0,16.0,0.0,0,0,24
545,20171N2,3.14916,4.22768,0.0,1.08674,0.4682,112.0,184.0,16.0,0.0,0,0,24
546,20172N2,11.03237,11.33952,1195.8,0.76071,0.6278,144.0,200.0,16.0,16.0,0,0,16
547,20173N2,16.81646,17.25336,1387.14,0.603533,0.706,144.0,200.0,16.0,16.0,0,0,16
548,20180N2,18.84768,19.35841,1193.18,0.522088,0.746,60.0,108.0,6.0,0.0,0,0,6
549,20181N2,18.58985,19.00793,1167.06,0.588678,0.7212,54.0,102.0,12.0,0.0,0,0,6
550,20182N2,18.13247,18.45428,1160.46,0.638677,0.6936,60.0,96.0,12.0,6.0,0,0,12
551,20190N2,25.41555,25.64462,1008.5,0.42343,0.7816,84.0,132.0,12.0,0.0,0,0,12
552,20191N2,32.79335,33.01596,893.714,0.332648,0.8312,96.0,156.0,12.0,0.0,0,0,12
553,20200N2,31.82555,31.90137,1119.23,0.45887,0.7494,216.0,324.0,24.0,0.0,0,0,48
554,20201N2,16.91517,17.24318,1210.21,0.606834,0.6808,136.0,256.0,16.0,0.0,0,0,24
555,20202N2,30.53322,30.65329,949.907,0.354451,0.819,96.0,168.0,12.0,0.0,0,0,18
556,20203N2,33.0583,33.14216,1060.6,0.500587,0.74,216.0,372.0,24.0,0.0,0,0,48
557,20210N2,16.55631,16.69084,1262.81,0.525024,0.729,72.0,96.0,8.0,0.0,0,0,12
558,20211N2,19.94673,20.2998,1174.06,0.538649,0.7462,78.0,108.0,6.0,0.0,0,0,12
559,20220N2,15.76621,16.06764,1299.38,0.578389,0.7114,84.0,120.0,36.0,0.0,0,0,12
560,20230N2,13.84176,14.11905,1273.26,0.658341,0.6604,120.0,200.0,16.0,0.0,0,0,16
561,20240C2,12.87346,13.1928,1235.75,0.861613,0.5912,40.0,128.0,32.0,0.0,3,2,0
562,20250N2,38.96493,39.10948,844.393,0.311939,0.8342,108.0,156.0,24.0,0.0,0,0,18
563,20260N3,9.54557,9.60069,869.539,0.94826,0.4548,368.0,356.0,16.0,0.0,0,0,24
564,20261N3,13.11194,13.17228,955.074,0.871863,0.5184,400.0,404.0,16.0,0.0,0,0,32
565,20270C2,8.11322,8.37051,1296.27,0.943597,0.55,36.0,44.0,14.0,0.0,0,0,6
566,20271C2,10.36487,10.81315,1260.57,0.847407,0.5872,42.0,56.0,12.0,0.0,0,0,6
567,20272C2,10.29935,10.74822,1290.36,0.860498,0.591,36.0,50.0,18.0,0.0,0,0,6
568,20280N2,15.58649,15.79014,1243.13,0.618262,0.692,120.0,200.0,16.0,0.0,0,0,16
569,20281N2,22.49727,22.82201,1137.01,0.478073,0.7572,160.0,256.0,24.0,0.0,0,0,24
570,20282N2,20.43071,20.5796,1179.41,0.632043,0.7156,160.0,256.0,24.0,0.0,0,0,24
571,20290N2,7.84341,8.45883,1334.83,0.84156,0.572,64.0,108.0,12.0,0.0,0,0,8
572,20300N2,19.79289,20.10559,1193.17,0.516143,0.7466,54.0,90.0,18.0,6.0,0,0,12
573,20310N2,28.4364,28.9663,1358.76,0.207679,0.8934,0.0,0.0,0.0,0.0,0,0,18
574,20311N2,33.82956,34.43726,1384.61,0.169088,0.91,0.0,0.0,0.0,0.0,0,0,24
575,20320N2,36.02662,36.22341,886.323,0.339306,0.8408,0.0,0.0,0.0,0.0,0,0,24
576,20321N2,35.71819,35.86719,829.024,0.338126,0.8104,0.0,0.0,0.0,0.0,0,0,18
577,20330N2,30.76962,30.97191,950.815,0.372581,0.8014,0.0,0.0,0.0,0.0,0,0,18
578,20331N2,17.58148,17.83307,1220.06,0.573158,0.696,0.0,0.0,0.0,0.0,0,0,12
579,20340N2,19.36474,19.61233,1134.53,0.612468,0.689,0.0,0.0,0.0,0.0,0,0,0
580,20341N2,24.02399,24.23241,1022.6,0.519784,0.7314,0.0,0.0,0.0,0.0,0,0,12
581,20350N2,12.75158,13.2482,1203.37,0.765031,0.6498,0.0,0.0,0.0,0.0,0,0,24
582,20360N2,32.0573,32.23249,865.467,0.420387,0.7828,0.0,0.0,0.0,0.0,0,0,18
583,20361N2,23.81475,24.03543,995.478,0.550295,0.714,0.0,0.0,0.0,0.0,0,0,12
584,20362N2,10.67749,11.16169,1192.68,0.780807,0.6084,0.0,0.0,0.0,0.0,0,0,6
585,20370N3,10.2871,12.17549,1929.66,0.325537,0.8322,0.0,0.0,0.0,0.0,0,0,16
586,20380N2,22.59156,22.84761,1095.04,0.58779,0.7524,0.0,0.0,0.0,0.0,0,0,0
587,20390N2,23.76556,23.84687,1040.25,0.519867,0.7574,0.0,0.0,0.0,0.0,0,0,32
588,20391N2,25.80438,26.02626,1030.51,0.493969,0.769,0.0,0.0,0.0,0.0,0,0,32
589,20392N2,27.19968,27.4266,1028.95,0.471421,0.7702,0.0,0.0,0.0,0.0,0,0,32
590,20400N2,4.4389,5.74576,2166.52,0.735935,0.6206,0.0,0.0,0.0,0.0,0,0,6
591,20401N2,16.50094,16.85759,2455.56,0.377713,0.8134,0.0,0.0,0.0,0.0,0,0,18
592,20402N2,13.28883,13.579,2298.16,0.461471,0.7688,0.0,0.0,0.0,0.0,0,0,12
593,20403N2,8.57866,10.56287,2556.52,0.499717,0.7472,0.0,0.0,0.0,0.0,0,0,25
594,20410N2,26.84175,27.2711,1228.01,0.498816,0.7578,0.0,0.0,0.0,0.0,0,0,24
595,20411N2,8.3913,9.26592,1758.34,0.64527,0.674,0.0,0.0,0.0,0.0,0,0,16
596,20420N2,11.7271,12.1459,1069.5,0.905073,0.5898,0.0,0.0,0.0,0.0,0,0,0
597,20421N2,11.85435,12.27828,1182.01,0.893068,0.5866,0.0,0.0,0.0,0.0,0,0,6
598,20430N3,46.90899,47.73625,789.969,0.108766,0.9534,0.0,0.0,0.0,0.0,0,0,24
599,20440N3,12.57722,12.90543,1468.7,0.721036,0.6666,0.0,0.0,0.0,0.0,0,0,0
600,20441N3,9.62021,10.24517,1539.97,0.736551,0.6436,0.0,0.0,0.0,0.0,0,0,0
601,20442N3,9.55392,9.86897,1675.41,0.667311,0.6638,0.0,0.0,0.0,0.0,0,0,0
602,20443N3,9.50351,10.12872,1160.55,0.754281,0.6282,0.0,0.0,0.0,0.0,0,0,0
