Number,Name,PLD,LCD,VSA,Density,VF,H,C,N,O,Metal,Metal_count,Number_group
603,20450N2,14.64627,14.87352,1401.89,0.514154,0.7182,0.0,0.0,0.0,0.0,0,0,32
604,20460N2,9.7242,10.56229,1190.25,1.08544,0.5738,0.0,0.0,0.0,0.0,0,0,0
605,20470N2,24.20917,24.5783,1281.06,0.543008,0.731,0.0,0.0,0.0,0.0,0,0,36
606,20471N2,27.51608,27.69353,989.421,0.429975,0.7932,0.0,0.0,0.0,0.0,0,0,18
607,20472N2,34.39789,34.55963,876.202,0.34938,0.8236,0.0,0.0,0.0,0.0,0,0,24
608,20473N2,55.44839,55.49799,629.408,0.262559,0.8646,0.0,0.0,0.0,0.0,0,0,36
609,20480N3,34.78989,61.79024,476.032,0.0618651,0.9696,0.0,0.0,0.0,0.0,0,0,288
610,20481N3,35.99105,61.4236,482.345,0.0649332,0.967,0.0,0.0,0.0,0.0,0,0,288
611,20490N2,22.38787,22.80197,1279.52,0.538196,0.7142,0.0,0.0,0.0,0.0,0,0,24
612,20491N2,18.40105,18.73247,1345.42,0.687281,0.635,0.0,0.0,0.0,0.0,0,0,24
613,20500N3,9.18261,12.1317,2191.68,0.443234,0.779,0.0,0.0,0.0,0.0,0,0,0
614,20501N3,5.1108,8.53839,1616.66,0.796833,0.6186,0.0,0.0,0.0,0.0,0,0,0
615,20510N2,31.89419,31.98916,1139.09,0.424741,0.7788,0.0,0.0,0.0,0.0,0,0,24
616,20520N3,12.60206,12.89769,1377.0,0.680943,0.6118,0.0,0.0,0.0,0.0,0,0,18
617,20521N3,13.59843,14.50976,1363.65,0.629826,0.6438,0.0,0.0,0.0,0.0,0,0,24
618,20530N2,18.96217,19.42127,1690.26,0.536625,0.7604,120.0,264.0,32.0,48.0,0,0,24
619,20531N2,23.24997,23.52769,1651.55,0.489795,0.7726,144.0,312.0,24.0,48.0,0,0,28
620,20540N2,7.23367,7.57719,1024.44,1.07152,0.483,84.0,120.0,18.0,12.0,0,0,18
621,20541N2,4.83044,5.08862,640.526,1.44221,0.3952,60.0,84.0,18.0,12.0,0,0,14
622,20542N2,10.54669,10.95112,1438.22,0.788467,0.6026,108.0,156.0,18.0,12.0,0,0,24
623,20543N2,10.37271,10.83606,1080.2,0.872037,0.5684,132.0,168.0,18.0,12.0,0,0,12
624,20544N2,12.35358,12.6199,1145.6,0.839587,0.5676,120.0,162.0,18.0,12.0,0,0,24
625,20550N2,8.35618,8.54303,879.735,1.20373,0.4538,0.0,0.0,0.0,0.0,0,0,0
626,20551N2,8.35618,8.54303,881.229,1.10359,0.4786,0.0,0.0,0.0,0.0,0,0,0
627,20560N3,3.31119,5.18758,1372.38,1.09865,0.5524,0.0,0.0,0.0,0.0,0,0,8
628,20561N3,3.00628,5.93163,0.0,1.30233,0.532,0.0,0.0,0.0,0.0,0,0,0
629,20562N3,3.91589,6.56017,1206.27,1.09046,0.5272,0.0,0.0,0.0,0.0,0,0,0
630,20563N3,7.39877,8.28131,1989.46,0.809619,0.6534,0.0,0.0,0.0,0.0,0,0,0
631,20564N3,8.99001,10.39141,2216.15,0.501099,0.7754,0.0,0.0,0.0,0.0,0,0,16
632,20565N3,1.02233,1.65008,0.0,1.77292,0.2626,0.0,0.0,0.0,0.0,0,0,4
633,20570N3,6.9364,7.49061,1992.83,0.513335,0.7122,0.0,0.0,0.0,0.0,0,0,24
634,20571N3,8.34107,9.85367,1819.38,0.505453,0.733,0.0,0.0,0.0,0.0,0,0,32
635,20580N3,15.94544,16.24084,1238.01,0.591588,0.7002,0.0,0.0,0.0,0.0,0,0,40
636,20581N2,15.94544,16.24084,1237.69,0.613707,0.6998,0.0,0.0,0.0,0.0,0,0,40
637,20590N2,26.08678,26.30732,1018.29,0.562376,0.7258,0.0,0.0,0.0,0.0,0,0,24
638,20600N2,24.41634,24.65927,1029.82,0.550916,0.7424,0.0,0.0,0.0,0.0,0,0,12
639,20610N2,29.05709,29.25245,973.253,0.435995,0.7778,0.0,0.0,0.0,0.0,0,0,18
640,20611N2,29.75298,29.9908,1018.55,0.370041,0.8168,0.0,0.0,0.0,0.0,0,0,18
641,20620N2,12.4688,12.95862,1179.24,0.719234,0.6298,0.0,0.0,0.0,0.0,0,0,6
642,20621N2,1.76842,4.40011,0.0,1.17081,0.4168,0.0,0.0,0.0,0.0,0,0,12
643,20630N2,25.8776,25.99705,1219.58,0.527893,0.7236,0.0,0.0,0.0,0.0,0,0,42
644,20631N2,30.98239,31.11791,1112.4,0.537877,0.7586,0.0,0.0,0.0,0.0,0,0,32
645,20640N2,19.18321,19.49447,1211.81,0.589948,0.6844,0.0,0.0,0.0,0.0,0,0,30
646,20641N2,18.93959,19.28585,1160.23,0.514391,0.7248,0.0,0.0,0.0,0.0,0,0,12
647,20650N2,9.20267,9.8117,1410.21,0.827493,0.5904,0.0,0.0,0.0,0.0,0,0,12
648,20651N3,8.71364,9.32717,1323.51,0.870706,0.5758,0.0,0.0,0.0,0.0,0,0,6
649,20652N2,9.18505,9.79025,1458.75,0.904244,0.5824,0.0,0.0,0.0,0.0,0,0,12
650,20653N2,8.54166,9.20487,1387.24,1.02561,0.5696,0.0,0.0,0.0,0.0,0,0,12
651,20660N2,22.83776,23.86923,1782.77,0.289383,0.8552,0.0,0.0,0.0,0.0,0,0,6
652,20670N3,14.69961,15.06435,1232.3,0.753012,0.6168,0.0,0.0,0.0,0.0,0,0,10
653,20671N2,14.98879,15.23076,1246.11,0.888223,0.607,0.0,0.0,0.0,0.0,0,0,16
654,20672N2,15.94271,16.06175,1250.48,0.618931,0.6886,0.0,0.0,0.0,0.0,0,0,16
655,21000N2,27.45548,27.55602,997.02,0.574519,0.78,0.0,0.0,0.0,0.0,0,0,12
656,21001N2,27.90898,28.12187,1002.45,0.535607,0.7836,0.0,0.0,0.0,0.0,0,0,12
657,21010N2,26.88019,27.09464,966.097,0.446606,0.7886,0.0,0.0,0.0,0.0,0,0,12
658,21011N2,25.42451,25.69576,1014.51,0.429535,0.7974,0.0,0.0,0.0,0.0,0,0,12
659,21012N2,30.3537,30.63543,897.51,0.320409,0.83,0.0,0.0,0.0,0.0,0,0,12
660,21013N2,30.17194,30.41829,914.538,0.330376,0.8126,0.0,0.0,0.0,0.0,0,0,12
661,21014N2,28.27496,28.44211,953.396,0.331169,0.8184,0.0,0.0,0.0,0.0,0,0,12
662,21020N2,7.06034,8.21562,2248.72,0.513434,0.7234,0.0,0.0,0.0,0.0,0,0,12
663,21021N2,5.69647,6.66131,2346.15,0.615484,0.6794,0.0,0.0,0.0,0.0,0,0,8
664,21030N2,19.15096,19.57498,1046.69,0.644963,0.6728,0.0,0.0,0.0,0.0,0,0,24
665,21031N2,8.36525,8.92629,1425.34,0.773347,0.6314,0.0,0.0,0.0,0.0,0,0,16
666,21032N2,19.91146,20.31958,1091.32,0.645573,0.6906,0.0,0.0,0.0,0.0,0,0,24
667,21033N2,8.1867,8.48874,1431.26,0.867337,0.5674,0.0,0.0,0.0,0.0,0,0,16
668,21034N2,9.31933,9.46002,1420.94,0.78137,0.6152,0.0,0.0,0.0,0.0,0,0,16
669,21035N2,9.45338,9.59384,1413.23,0.780658,0.6168,0.0,0.0,0.0,0.0,0,0,16
670,21040N3,4.94969,5.08169,960.778,1.03457,0.4998,0.0,0.0,0.0,0.0,0,0,16
671,21041N3,11.87647,11.97179,1275.32,0.844022,0.5938,0.0,0.0,0.0,0.0,0,0,24
672,21050N2,18.67391,19.34281,1529.32,0.359797,0.8106,0.0,0.0,0.0,0.0,0,0,24
673,21051N2,19.03146,19.78271,1503.46,0.365699,0.8066,0.0,0.0,0.0,0.0,0,0,32
674,21052N2,17.72865,18.66837,1499.8,0.378504,0.7988,0.0,0.0,0.0,0.0,0,0,24
675,21053N2,19.86472,20.47649,1472.27,0.352582,0.8136,0.0,0.0,0.0,0.0,0,0,32
676,21060N2,24.16775,24.45582,1002.96,0.617355,0.6884,0.0,0.0,0.0,0.0,0,0,0
677,21070N2,14.22283,14.59786,1253.86,0.848808,0.6404,0.0,0.0,0.0,0.0,0,0,0
678,21071N2,13.93346,14.32254,1301.01,0.835057,0.6542,0.0,0.0,0.0,0.0,0,0,0
679,21072N2,13.62531,14.01495,1306.94,0.80652,0.6556,0.0,0.0,0.0,0.0,0,0,0
680,21073N2,13.94463,14.31763,1315.27,0.767301,0.6548,0.0,0.0,0.0,0.0,0,0,0
681,21080N2,29.69167,29.76014,924.65,0.471582,0.779,0.0,0.0,0.0,0.0,0,0,12
682,21081N2,24.10534,24.39456,1074.56,0.561653,0.734,0.0,0.0,0.0,0.0,0,0,12
683,21082N2,28.84962,28.96942,924.326,0.50194,0.7634,0.0,0.0,0.0,0.0,0,0,12
684,21083N2,23.16997,23.42094,1059.37,0.615166,0.715,0.0,0.0,0.0,0.0,0,0,12
685,21090N3,2.06965,3.19898,0.0,1.20489,0.367,0.0,0.0,0.0,0.0,0,0,16
686,21091N3,3.94341,4.79479,778.998,0.972508,0.4946,0.0,0.0,0.0,0.0,0,0,16
687,21100N2,27.52556,27.68757,1023.46,0.408199,0.8014,0.0,0.0,0.0,0.0,0,0,32
688,21101N2,27.01039,27.0837,1032.38,0.42443,0.798,0.0,0.0,0.0,0.0,0,0,32
689,21102N2,27.29496,27.3707,1030.63,0.397034,0.8008,0.0,0.0,0.0,0.0,0,0,32
690,21110N3,21.65583,23.05723,1452.37,0.215582,0.881,0.0,0.0,0.0,0.0,0,0,36
691,21111N3,7.32571,9.58888,1866.92,0.598089,0.6836,0.0,0.0,0.0,0.0,0,0,12
692,21120N2,34.30552,34.42603,819.485,0.350024,0.8252,0.0,0.0,0.0,0.0,0,0,12
693,21130N2,20.76059,21.09238,1238.59,0.49363,0.7408,0.0,0.0,0.0,0.0,0,0,0
694,21131N2,20.7426,21.07537,1049.65,0.592662,0.7032,0.0,0.0,0.0,0.0,0,0,0
695,21140N2,10.88042,11.34279,1301.71,0.778051,0.6214,0.0,0.0,0.0,0.0,0,0,6
696,21150N2,7.35597,7.93063,239.291,1.26634,0.3852,0.0,0.0,0.0,0.0,0,0,0
697,21170N2,30.03446,30.22016,938.164,0.361855,0.802,0.0,0.0,0.0,0.0,0,0,12
698,21180N2,26.20123,26.30129,1046.01,0.541178,0.752,0.0,0.0,0.0,0.0,0,0,0
699,21181N2,27.30368,27.50399,1055.09,0.410128,0.787,0.0,0.0,0.0,0.0,0,0,12
700,21182N2,25.87098,26.06708,1027.58,0.52496,0.7546,0.0,0.0,0.0,0.0,0,0,12
701,21190N2,41.07749,41.18521,811.927,0.353013,0.8276,0.0,0.0,0.0,0.0,0,0,24
702,21191N2,45.79396,45.88943,752.284,0.247235,0.841,0.0,0.0,0.0,0.0,0,0,0
703,21192N2,47.9372,48.33082,960.154,0.271716,0.892,0.0,0.0,0.0,0.0,0,0,3108
704,21200N2,21.9532,22.25008,1114.9,0.496452,0.7504,0.0,0.0,0.0,0.0,0,0,24
705,21201N2,14.07017,14.26724,1540.15,0.578522,0.712,0.0,0.0,0.0,0.0,0,0,12
706,21210N2,25.77232,26.07142,1196.29,0.524414,0.7256,0.0,0.0,0.0,0.0,0,0,42
707,21220N2,27.42777,27.65317,1100.76,0.533422,0.7344,0.0,0.0,0.0,0.0,0,0,24
708,21230N2,9.2616,10.07568,2296.31,0.439893,0.7602,0.0,0.0,0.0,0.0,0,0,12
709,21240C2,7.43582,7.79146,1114.49,0.999305,0.52,0.0,0.0,0.0,0.0,0,0,9
710,21241C2,14.44401,14.90801,1256.36,0.65643,0.6662,0.0,0.0,0.0,0.0,0,0,18
711,21242C2,13.92267,14.40335,1275.1,0.695102,0.6624,0.0,0.0,0.0,0.0,0,0,18
712,21250N2,13.5147,13.81014,1196.72,0.655304,0.6816,0.0,0.0,0.0,0.0,0,0,6
713,21251N2,23.53686,23.78086,1124.7,0.467698,0.7746,0.0,0.0,0.0,0.0,0,0,6
714,21260N2,23.01906,23.28893,1060.6,0.500851,0.7636,0.0,0.0,0.0,0.0,0,0,32
715,21270N3,4.59057,4.92801,450.324,1.0074,0.4748,0.0,0.0,0.0,0.0,0,0,32
716,21271N3,5.77182,8.15208,1841.15,0.720061,0.6162,0.0,0.0,0.0,0.0,0,0,80
717,21280N3,38.02998,38.09649,822.161,0.290433,0.8566,0.0,0.0,0.0,0.0,0,0,6
718,21290N2,26.74378,26.95282,982.751,0.462772,0.7714,0.0,0.0,0.0,0.0,0,0,56
719,21291N3,21.96829,23.32506,1319.94,0.378666,0.8296,0.0,0.0,0.0,0.0,0,0,48
720,21300C3,9.23584,13.53182,1413.04,0.492082,0.767,0.0,0.0,0.0,0.0,0,0,48
721,21310N2,22.86662,23.04945,1093.74,0.41957,0.7798,0.0,0.0,0.0,0.0,0,0,32
722,21311N3,21.55021,21.70429,1148.53,0.567372,0.7484,0.0,0.0,0.0,0.0,0,0,48
723,21312N2,45.33846,45.47565,744.035,0.269235,0.8668,0.0,0.0,0.0,0.0,0,0,24
724,21313N3,40.78327,40.84634,809.397,0.327254,0.8538,0.0,0.0,0.0,0.0,0,0,24
725,21314N2,34.52,34.59008,877.822,0.321533,0.8296,0.0,0.0,0.0,0.0,0,0,16
726,21315N3,31.09708,31.18528,943.175,0.389144,0.8028,0.0,0.0,0.0,0.0,0,0,16
727,21320N2,17.64676,17.86719,1170.97,0.600161,0.692,0.0,0.0,0.0,0.0,0,0,16
728,21330N2,29.21423,29.41365,945.6,0.427291,0.7938,84.0,132.0,24.0,12.0,0,0,12
729,21331N2,29.20821,29.4063,952.886,0.450021,0.778,96.0,156.0,24.0,12.0,0,0,12
730,21340N2,38.04226,38.20079,832.763,0.328548,0.83,120.0,180.0,12.0,0.0,0,0,24
731,21350N2,21.73463,22.22645,830.061,0.312943,0.8892,8.0,88.0,32.0,0.0,5,4,0
732,21351N2,21.73551,22.55319,859.292,0.242335,0.9028,40.0,152.0,32.0,0.0,5,4,0
733,21352N2,21.73638,22.22526,841.91,0.269598,0.893,32.0,176.0,32.0,0.0,5,4,0
734,21353N2,21.73096,22.44138,843.879,0.279365,0.898,0.0,144.0,64.0,0.0,5,4,0
735,21354N2,21.72518,22.4453,845.668,0.327065,0.8986,0.0,144.0,64.0,0.0,0,0,0
736,21360N2,10.19245,10.60356,1270.66,0.771789,0.6078,254.0,240.0,72.0,24.0,0,0,12
737,21370N2,9.01044,9.45404,1222.85,1.07115,0.5416,24.0,36.0,12.0,12.0,0,0,0
738,21371N2,8.78201,9.28245,1335.69,0.82562,0.5868,24.0,36.0,12.0,0.0,0,0,0
739,21380N2,14.53938,14.88759,1248.75,0.709137,0.6472,54.0,90.0,6.0,0.0,0,0,6
740,21381N2,14.84828,15.15191,1222.01,0.705099,0.642,48.0,84.0,12.0,0.0,0,0,6
741,21382N2,10.9067,11.44724,1401.0,0.799004,0.6248,48.0,78.0,8.0,0.0,0,0,6
742,21390N2,22.05035,22.31282,1092.5,0.502545,0.749,80.0,114.0,12.0,12.0,0,0,6
743,21391N2,38.68679,38.85647,835.101,0.356172,0.8246,132.0,168.0,24.0,24.0,0,0,6
744,21392N2,37.1392,37.30939,824.047,0.403371,0.8178,120.0,168.0,24.0,24.0,0,0,0
745,21393N2,36.80411,37.05879,874.345,0.316613,0.846,156.0,180.0,24.0,24.0,0,0,0
746,21394N2,35.29817,35.57159,909.843,0.320161,0.8478,156.0,180.0,24.0,36.0,0,0,0
747,21395N2,37.9101,38.12916,857.775,0.329937,0.8454,120.0,168.0,24.0,36.0,0,0,0
748,21400N2,27.05362,27.19937,1005.97,0.412821,0.7658,120.0,168.0,12.0,0.0,0,0,12
749,21410N2,22.18022,22.50124,1311.48,0.457288,0.757,324.0,336.0,28.0,24.0,0,0,24
750,21411N2,26.1042,26.40974,1123.97,0.391003,0.8004,336.0,360.0,24.0,24.0,0,0,24
751,21420N2,7.56134,8.3785,1300.15,0.795186,0.5878,104.0,160.0,24.0,0.0,0,0,8
752,21421N2,12.04475,12.72508,1377.31,0.650792,0.658,136.0,208.0,24.0,0.0,0,0,16
753,21422N2,10.97887,11.51494,1312.63,0.682504,0.6368,168.0,224.0,24.0,0.0,0,0,0
754,21423N2,9.30359,10.24402,1328.77,0.774606,0.5984,168.0,224.0,24.0,16.0,0,0,0
755,21424N2,15.24492,15.75198,1340.7,0.562973,0.7092,168.0,256.0,24.0,0.0,0,0,24
756,21425N2,14.36408,14.71041,1336.8,0.557585,0.6934,0.0,0.0,0.0,0.0,0,0,16
757,21426N3,11.77675,13.74326,2018.91,0.200665,0.8846,34.0,53.0,6.0,0.0,0,0,4
758,21430N2,4.52926,5.62049,593.533,1.08977,0.468,108.0,174.0,18.0,42.0,0,0,6
759,21440N2,16.40166,17.07582,1329.17,0.541895,0.7128,180.0,240.0,12.0,0.0,0,0,12
760,21450N2,37.49572,37.64006,894.031,0.355495,0.8286,70.0,168.0,12.0,24.0,0,0,0
761,21451N2,37.7935,37.94652,872.474,0.331379,0.8452,72.0,168.0,12.0,12.0,0,0,12
762,21460N2,19.09254,19.34628,1384.53,0.585014,0.7122,120.0,156.0,12.0,24.0,0,0,12
763,21470N2,9.93798,10.66918,1488.92,0.652225,0.6634,208.0,320.0,16.0,0.0,0,0,48
764,21480N2,12.37536,13.01052,1266.34,0.841932,0.636,96.0,138.0,24.0,24.0,0,0,0
765,21481N2,9.7242,10.56229,1190.28,1.08544,0.5738,96.0,156.0,24.0,24.0,0,0,0
766,21490N2,7.32397,8.6827,857.802,1.10025,0.4954,360.0,512.0,64.0,16.0,0,0,16
767,21510N3,5.018,6.14434,1676.78,0.716147,0.6156,156.0,170.0,16.0,8.0,0,0,16
768,21511N3,8.06856,9.00228,2080.05,0.611472,0.6762,180.0,188.0,16.0,8.0,0,0,16
769,21520N3,7.0698,8.19994,2946.12,0.381732,0.8066,40.0,74.0,0.0,8.0,0,0,0
770,21530N2,10.69236,11.11257,1271.29,0.889795,0.6086,132.0,184.0,16.0,12.0,0,0,28
771,21531N2,10.65465,10.88939,1312.02,0.963001,0.5938,128.0,184.0,16.0,12.0,1,2,22
772,21540N3,34.79952,41.14343,426.365,0.0516319,0.9752,192.0,248.0,16.0,0.0,0,0,32
773,21550N3,7.41575,8.47286,1690.36,0.811375,0.5858,0.0,84.0,4.0,0.0,0,0,0
774,21551N3,10.72201,11.02298,1329.75,0.819494,0.5798,0.0,0.0,0.0,0.0,0,0,9
775,21560N3,8.39348,8.5385,1378.14,0.804278,0.6208,112.0,240.0,16.0,0.0,0,0,24
776,21570N3,14.50795,14.64157,1290.79,0.693562,0.6538,320.0,480.0,32.0,0.0,0,0,32
777,21571N3,19.64275,19.92583,1152.48,0.600738,0.698,384.0,576.0,32.0,0.0,0,0,32
778,21572N3,14.75538,18.45979,1277.16,0.16127,0.915,92.0,168.0,8.0,0.0,0,0,16
779,21600N2,34.49452,34.66268,868.633,0.379388,0.8192,84.0,144.0,24.0,0.0,0,0,12
780,21601N2,37.80266,37.95969,830.295,0.33991,0.8314,96.0,156.0,24.0,0.0,0,0,12
781,21620N2,21.36547,21.60969,1130.8,0.524019,0.7224,96.0,120.0,12.0,0.0,0,0,0
782,21630N2,22.70842,22.92625,1060.49,0.582998,0.7198,72.0,108.0,12.0,12.0,0,0,12
783,21631N2,26.25093,26.43382,1027.01,0.537292,0.757,72.0,108.0,24.0,12.0,0,0,12
784,21632N2,21.75115,22.01401,1110.89,0.62163,0.7252,60.0,120.0,12.0,24.0,0,0,0
785,21633N2,10.58604,10.99,1240.83,0.888693,0.5826,42.0,66.0,6.0,6.0,0,0,6
786,21640N3,21.08933,21.41247,1575.66,0.546112,0.703,174.0,138.0,12.0,36.0,0,0,6
787,21650N2,7.98145,8.50883,953.412,1.44448,0.4662,16.0,128.0,32.0,16.0,2,4,0
788,21651N2,9.10674,9.6161,1102.34,1.65035,0.4868,32.0,160.0,32.0,16.0,2,4,0
789,21660N2,7.27798,7.73885,1422.83,0.973023,0.546,24.0,60.0,12.0,0.0,0,0,0
790,21661N2,13.35864,13.4719,1252.55,0.766248,0.6464,42.0,84.0,14.0,0.0,0,0,6
791,21670N2,4.40977,5.85394,2177.61,0.679122,0.6658,12.0,84.0,48.0,24.0,0,0,0
792,21680N2,11.45019,11.60726,1294.95,0.872501,0.5462,96.0,152.0,8.0,0.0,0,0,16
793,21690N2,26.34624,26.55132,964.144,0.466571,0.7694,868.0,1244.0,216.0,108.0,0,0,108
794,21691N2,22.20311,22.2962,1266.16,0.676478,0.6954,1492.0,1504.0,268.0,108.0,0,0,108
795,21700N2,13.42722,19.39136,1416.05,0.223906,0.8844,248.0,340.0,48.0,0.0,0,0,24
796,21710N2,10.05362,10.4747,874.589,1.15137,0.5036,60.0,84.0,24.0,12.0,0,0,24
797,21711N2,10.53452,10.96455,900.082,1.20612,0.4406,84.0,96.0,24.0,12.0,0,0,0
798,21712N2,16.60136,16.9478,829.16,0.841107,0.5976,108.0,132.0,24.0,12.0,0,0,0
799,21720N2,19.62592,19.90949,1093.59,0.71899,0.684,48.0,116.0,12.0,12.0,0,0,0
800,21730N3,14.55907,14.68867,1320.86,0.725204,0.6506,324.0,612.0,36.0,72.0,0,0,126
801,22000N2,30.0174,30.11354,941.929,0.562012,0.7732,48.0,144.0,12.0,0.0,0,0,0
802,22001N2,8.30428,8.61999,1208.54,0.813726,0.5814,648.0,648.0,36.0,0.0,0,0,0
803,22002N2,6.8423,7.36659,1637.19,0.794607,0.5948,612.0,648.0,36.0,0.0,0,0,0
804,22010N2,14.44648,14.76,1485.25,0.794048,0.5846,180.0,132.0,24.0,24.0,0,0,0
805,22020N2,6.01664,8.0167,2372.38,0.544533,0.7114,396.0,486.0,36.0,36.0,0,0,0
806,22021N2,5.8306,7.77183,2208.06,0.581616,0.6854,468.0,522.0,36.0,36.0,0,0,0
807,22030N2,8.26802,8.77963,927.741,1.35336,0.469,32.0,128.0,48.0,0.0,1,2,0
808,22031N2,8.26807,8.77977,915.947,1.41755,0.469,32.0,128.0,48.0,0.0,2,4,0
809,22040N2,26.01336,26.78069,1481.63,0.445005,0.7736,240.0,384.0,24.0,0.0,0,0,36
810,22041N2,10.57759,10.71529,1043.4,0.933183,0.5416,128.0,256.0,16.0,0.0,0,0,8
